; Composite MgII index V5  mark.weber@uni-bremen.de 20220213
;
;  1       N7/N9/N11 (Viereck 1999)   3892
;  2                        N7/SBUV     50
;  3                       N9/SBUV2      9
;  4                      N11/SBUV2     17
;  5                      N16/SBUV2    181
;  6                      N17/SBUV2      3
;  7                      N18/SBUV2      1
;  8      U/SOLSTICE (de Toma 1997)      0
;  9           U/SOLSTICE (classic)   1369
; 10                          SUSIM    109
  2001.25342 04 03 0.16699  5.05e-04   5
  2001.25616 04 04 0.16604  4.91e-04   5
  2001.25890 04 05 0.16525  4.80e-04   5
  2001.26164 04 06 0.16513  4.78e-04   5
  2001.26438 04 07 0.16433  4.67e-04   5
  2001.26712 04 08 0.16368  4.58e-04   5
  2001.26986 04 09 0.16395  4.62e-04   5
  2001.27260 04 10 0.16291  4.46e-04  11
  2001.27534 04 11 0.16301  4.47e-04  11
  2001.27808 04 12 0.16229  4.37e-04  11
  2001.28082 04 13 0.16100  4.19e-04  11
  2001.28356 04 14 0.15978  4.03e-04  11
  2001.28630 04 15 0.15891  3.92e-04  11
  2001.28904 04 16 0.15833  3.85e-04  11
  2001.29178 04 17 0.15758  3.76e-04  11
  2001.29452 04 18 0.15807  3.82e-04  11
  2001.29726 04 19 0.15975  4.02e-04  11
  2001.30000 04 20 0.16191  4.31e-04  11
  2001.30274 04 21 0.16326  4.51e-04  11
  2001.30548 04 22 0.16476  4.73e-04  11
  2001.30822 04 23 0.16574  4.89e-04  11
  2001.31096 04 24 0.16618  4.96e-04  11
  2001.31370 04 25 0.16626  4.97e-04  11
  2001.31644 04 26 0.16623  4.96e-04  11
  2001.31918 04 27 0.16531  4.82e-04  11
  2001.32192 04 28 0.16495  4.76e-04  11
  2001.32466 04 29 0.16474  4.73e-04  11
  2001.32740 04 30 0.16466  4.72e-04  11
  2001.33014 05 01 0.16428  4.66e-04  11
  2001.33288 05 02 0.16445  4.69e-04  11
  2001.33562 05 03 0.16497  4.77e-04  11
  2001.33836 05 04 0.16490  4.76e-04  11
  2001.34110 05 05 0.16475  4.73e-04  11
  2001.34384 05 06 0.16401  4.62e-04  11
  2001.34658 05 07 0.16266  4.42e-04  11
  2001.34932 05 08 0.16163  4.27e-04  11
  2001.35205 05 09 0.16058  4.13e-04  11
  2001.35479 05 10 0.15970  4.02e-04  11
  2001.35753 05 11 0.15896  3.92e-04  11
  2001.36027 05 12 0.15882  3.91e-04  11
  2001.36301 05 13 0.15880  3.90e-04  11
  2001.36575 05 14 0.15919  3.95e-04  11
  2001.36849 05 15 0.15972  4.02e-04  11
  2001.37123 05 16 0.16048  4.12e-04  11
  2001.37397 05 17 0.16081  4.16e-04  11
  2001.37671 05 18 0.16156  4.30e-04   5
  2001.37945 05 19 0.16180  4.33e-04   5
  2001.38219 05 20 0.16270  4.42e-04  11
  2001.38493 05 21 0.16364  4.56e-04  11
  2001.38767 05 22 0.16403  4.63e-04   5
  2001.39041 05 23 0.16432  4.67e-04   5
  2001.39315 05 24 0.16486  4.74e-04   5
  2001.39589 05 25 0.16478  4.73e-04   5
  2001.39863 05 26 0.16376  4.58e-04  11
  2001.40137 05 27 0.16389  4.60e-04  11
  2001.40411 05 28 0.16383  4.59e-04  11
  2001.40685 05 29 0.16329  4.51e-04  11
  2001.40959 05 30 0.16250  4.40e-04  11
  2001.41233 05 31 0.16176  4.29e-04  11
  2001.41507 06 01 0.16174  4.33e-04   5
  2001.41781 06 02 0.16168  4.28e-04  11
  2001.42055 06 03 0.16188  4.31e-04  11
  2001.42329 06 04 0.16236  4.38e-04  11
  2001.42603 06 05 0.16252  4.40e-04  11
  2001.42877 06 06 0.16290  4.45e-04  11
  2001.43151 06 07 0.16313  4.49e-04  11
  2001.43425 06 08 0.16448  4.69e-04  11
  2001.43699 06 09 0.16428  4.66e-04  11
  2001.43973 06 10 0.16404  4.62e-04  11
  2001.44247 06 11 0.16377  4.58e-04  11
  2001.44521 06 12 0.16366  4.58e-04   5
  2001.44795 06 13 0.16353  4.56e-04   5
  2001.45068 06 14 0.16502  4.77e-04  11
  2001.45342 06 15 0.16528  4.81e-04  11
  2001.45616 06 16 0.16571  4.88e-04  11
  2001.45890 06 17 0.16643  5.00e-04  11
  2001.46164 06 18 0.16687  5.07e-04  11
  2001.46438 06 19 0.16722  5.13e-04  11
  2001.46712 06 20 0.16729  5.14e-04  11
  2001.46986 06 21 0.16728  5.14e-04  11
  2001.47260 06 22 0.16694  5.08e-04  11
  2001.47534 06 23 0.16709  5.10e-04  11
  2001.47808 06 24 0.16643  5.00e-04  11
  2001.48082 06 25 0.16533  4.82e-04  11
  2001.48356 06 26 0.16416  4.64e-04  11
  2001.48630 06 27 0.16343  4.53e-04  11
  2001.48904 06 28 0.16317  4.49e-04  11
  2001.49178 06 29 0.16300  4.49e-04   5
  2001.49452 06 30 0.16294  4.48e-04   5
  2001.49726 07 01 0.16284  4.45e-04  11
  2001.50000 07 02 0.16315  4.49e-04  11
  2001.50274 07 03 0.16343  4.53e-04  11
  2001.50548 07 04 0.16294  4.46e-04  11
  2001.50822 07 05 0.16211  4.34e-04  11
  2001.51096 07 06 0.16170  4.28e-04  11
  2001.51370 07 07 0.16108  4.20e-04  11
  2001.51644 07 08 0.16078  4.16e-04  11
  2001.51918 07 09 0.16088  4.17e-04  11
  2001.52192 07 10 0.16096  4.18e-04  11
  2001.52466 07 11 0.16158  4.27e-04  11
  2001.52740 07 12 0.16242  4.38e-04  11
  2001.53014 07 13 0.16299  4.47e-04  11
  2001.53288 07 14 0.16325  4.51e-04  11
  2001.53562 07 15 0.16348  4.54e-04  11
  2001.53836 07 16 0.16359  4.56e-04  11
  2001.54110 07 17 0.16377  4.58e-04  11
  2001.54384 07 18 0.16380  4.59e-04  11
  2001.54658 07 19 0.16396  4.61e-04  11
  2001.54932 07 20 0.16390  4.61e-04   5
  2001.55205 07 21 0.16369  4.58e-04   5
  2001.55479 07 22 0.16208  4.34e-04  11
  2001.55753 07 23 0.16158  4.27e-04  11
  2001.56027 07 24 0.16090  4.17e-04  11
  2001.56301 07 25 0.16060  4.13e-04  11
  2001.56575 07 26 0.16034  4.10e-04  11
  2001.56849 07 27 0.15993  4.04e-04  11
  2001.57123 07 28 0.15990  4.04e-04  11
  2001.57397 07 29 0.15988  4.04e-04  11
  2001.57671 07 30 0.15999  4.05e-04  11
  2001.57945 07 31 0.16033  4.10e-04  11
  2001.58219 08 01 0.16052  4.12e-04  11
  2001.58493 08 02 0.16041  4.11e-04  11
  2001.58767 08 03 0.16060  4.13e-04  11
  2001.59041 08 04 0.16083  4.16e-04  11
  2001.59315 08 05 0.16148  4.25e-04  11
  2001.59589 08 06 0.16177  4.29e-04  11
  2001.59863 08 07 0.16225  4.36e-04  11
  2001.60137 08 08 0.16288  4.45e-04  11
  2001.60411 08 09 0.16369  4.57e-04  11
  2001.60685 08 10 0.16304  4.47e-04  11
  2001.60959 08 11 0.16317  4.49e-04  11
  2001.61233 08 12 0.16272  4.43e-04  11
  2001.61507 08 13 0.16269  4.42e-04  11
  2001.61781 08 14 0.16316  4.49e-04  11
  2001.62055 08 15 0.16310  4.48e-04  11
  2001.62329 08 16 0.16324  4.50e-04  11
  2001.62603 08 17 0.16293  4.46e-04  11
  2001.62877 08 18 0.16291  4.45e-04  11
  2001.63151 08 19 0.16229  4.37e-04  11
  2001.63425 08 20 0.16180  4.33e-04   5
  2001.63699 08 21 0.16139  4.28e-04   5
  2001.63973 08 22 0.16207  4.37e-04   5
  2001.64247 08 23 0.16292  4.46e-04  11
  2001.64521 08 24 0.16392  4.60e-04  11
  2001.64795 08 25 0.16443  4.68e-04  11
  2001.65068 08 26 0.16454  4.70e-04  11
  2001.65342 08 27 0.16486  4.75e-04  11
  2001.65616 08 28 0.16522  4.80e-04  11
  2001.65890 08 29 0.16536  4.83e-04  11
  2001.66164 08 30 0.16547  4.84e-04  11
  2001.66438 08 31 0.16555  4.86e-04  11
  2001.66712 09 01 0.16554  4.86e-04  11
  2001.66986 09 02 0.16536  4.83e-04  11
  2001.67260 09 03 0.16438  4.68e-04  11
  2001.67534 09 04 0.16436  4.67e-04   5
  2001.67808 09 05 0.16515  4.78e-04   5
  2001.68082 09 06 0.16613  4.95e-04  11
  2001.68356 09 07 0.16745  5.16e-04  11
  2001.68630 09 08 0.16671  5.01e-04   5
  2001.68904 09 09 0.16809  5.22e-04   5
  2001.69178 09 10 0.16717  5.12e-04  11
  2001.69452 09 11 0.16710  5.11e-04  11
  2001.69726 09 12 0.16773  5.21e-04  11
  2001.70000 09 13 0.16792  5.24e-04  11
  2001.70274 09 14 0.16735  5.15e-04  11
  2001.70548 09 15 0.16700  5.09e-04  11
  2001.70822 09 16 0.16573  4.89e-04  11
  2001.71096 09 17 0.16484  4.75e-04  11
  2001.71370 09 18 0.16477  4.74e-04  11
  2001.71644 09 19 0.16505  4.78e-04  11
  2001.71918 09 20 0.16632  4.98e-04  11
  2001.72192 09 21 0.16723  5.09e-04   5
  2001.72466 09 22 0.16833  5.26e-04   5
  2001.72740 09 23 0.16944  5.50e-04  11
  2001.73014 09 24 0.17250  6.03e-04  11
  2001.73288 09 25 0.17093  5.75e-04  11
  2001.73562 09 26 0.17106  5.77e-04  11
  2001.73836 09 27 0.17146  5.85e-04  11
  2001.74110 09 28 0.17065  5.62e-04   5
  2001.74384 09 29 0.17076  5.64e-04   5
  2001.74658 09 30 0.16939  5.49e-04  11
  2001.74932 10 01 0.16867  5.36e-04  11
  2001.75205 10 02 0.16726  5.13e-04  11
  2001.75479 10 03 0.16696  5.08e-04  11
  2001.75753 10 04 0.16745  5.16e-04  11
  2001.76027 10 05 0.16691  5.07e-04  11
  2001.76301 10 06 0.16582  4.88e-04   5
  2001.76575 10 07 0.16523  4.80e-04   5
  2001.76849 10 08 0.16502  4.77e-04  11
  2001.77123 10 09 0.16588  4.91e-04  11
  2001.77397 10 10 0.16648  5.00e-04  11
  2001.77671 10 11 0.16705  5.10e-04  11
  2001.77945 10 12 0.16695  5.05e-04   5
  2001.78219 10 13 0.16733  5.14e-04  11
  2001.78493 10 14 0.16687  5.07e-04  11
  2001.78767 10 15 0.16722  5.12e-04  11
  2001.79041 10 16 0.16735  5.15e-04  11
  2001.79315 10 17 0.16832  5.31e-04  11
  2001.79589 10 18 0.16911  5.44e-04  11
  2001.79863 10 19 0.16886  5.34e-04   5
  2001.80137 10 20 0.16983  5.49e-04   5
  2001.80411 10 21 0.17064  5.70e-04  11
  2001.80685 10 22 0.17117  5.79e-04  11
  2001.80959 10 23 0.17217  5.97e-04  11
  2001.81233 10 24 0.17247  6.02e-04  11
  2001.81507 10 25 0.17269  6.06e-04  11
  2001.81781 10 26 0.17204  5.85e-04   5
  2001.82055 10 27 0.17119  5.71e-04   5
  2001.82329 10 28 0.16961  5.52e-04  11
  2001.82603 10 29 0.16821  5.29e-04  11
  2001.82877 10 30 0.16731  5.14e-04  11
  2001.83151 10 31 0.16669  5.04e-04  11
  2001.83425 11 01 0.16633  4.98e-04  11
  2001.83699 11 02 0.16557  4.86e-04  11
  2001.83973 11 03 0.16589  4.91e-04  11
  2001.84247 11 04 0.16666  5.03e-04  11
  2001.84521 11 05 0.16770  5.20e-04  11
  2001.84795 11 06 0.16705  5.06e-04   5
  2001.85068 11 07 0.16734  5.10e-04   5
  2001.85342 11 08 0.16968  5.54e-04  11
  2001.85616 11 09 0.16900  5.42e-04  11
  2001.85890 11 10 0.16885  5.40e-04  11
  2001.86164 11 11 0.16842  5.32e-04  11
  2001.86438 11 12 0.16819  5.29e-04  11
  2001.86712 11 13 0.16789  5.24e-04  11
  2001.86986 11 14 0.16821  5.29e-04  11
  2001.87260 11 15 0.16775  5.17e-04   5
  2001.87534 11 16 0.16791  5.19e-04   5
  2001.87808 11 17 0.16775  5.21e-04  11
  2001.88082 11 18 0.16749  5.13e-04   5
  2001.88356 11 19 0.16501  4.77e-04  11
  2001.88630 11 20 0.16610  4.94e-04  11
  2001.88904 11 21 0.16766  5.20e-04  11
  2001.89178 11 22 0.16792  5.24e-04  11
  2001.89452 11 23 0.16712  5.11e-04  11
  2001.89726 11 24 0.16647  5.00e-04  11
  2001.90000 11 25 0.16569  4.88e-04  11
  2001.90274 11 26 0.16461  4.71e-04  11
  2001.90548 11 27 0.16428  4.66e-04   5
  2001.90822 11 28 0.16418  4.64e-04  11
  2001.91096 11 29 0.16596  4.90e-04   5
  2001.91370 11 30 0.16665  5.00e-04   5
  2001.91644 12 01 0.16775  5.17e-04   5
  2001.91918 12 02 0.16850  5.28e-04   5
  2001.92192 12 03 0.16983  5.49e-04   5
  2001.92466 12 04 0.17132  5.82e-04  11
  2001.92740 12 05 0.17178  5.90e-04  11
  2001.93014 12 06 0.17130  5.73e-04   5
  2001.93288 12 07 0.17093  5.67e-04   5
  2001.93562 12 08 0.17049  5.68e-04  11
  2001.93836 12 09 0.16967  5.54e-04  11
  2001.94110 12 10 0.16895  5.41e-04  11
  2001.94384 12 11 0.16841  5.32e-04  11
  2001.94658 12 12 0.16844  5.33e-04  11
  2001.94932 12 13 0.16853  5.34e-04  11
  2001.95205 12 14 0.16837  5.31e-04  11
  2001.95479 12 15 0.16809  5.27e-04  11
  2001.95753 12 16 0.16829  5.30e-04  11
  2001.96027 12 17 0.16893  5.35e-04   5
  2001.96301 12 18 0.16967  5.47e-04   5
  2001.96575 12 19 0.16937  5.48e-04  11
  2001.96849 12 20 0.16944  5.50e-04  11
  2001.97123 12 21 0.16980  5.56e-04  11
  2001.97397 12 22 0.17052  5.68e-04  11
  2001.97671 12 23 0.17063  5.70e-04  11
  2001.97945 12 24 0.17075  5.72e-04  11
  2001.98219 12 25 0.17112  5.79e-04  11
  2001.98493 12 26 0.17166  5.88e-04  11
  2001.98767 12 27 0.17156  5.86e-04  11
  2001.99041 12 28 0.17108  5.78e-04  11
  2001.99315 12 29 0.17105  5.69e-04   5
  2001.99589 12 30 0.17193  5.83e-04   5
  2001.99863 12 31 0.17313  6.14e-04  11
  2002.00137 01 01 0.17303  6.12e-04  11
  2002.00411 01 02 0.17247  6.02e-04  11
  2002.00685 01 03 0.17128  5.81e-04  11
  2002.00959 01 04 0.17090  5.75e-04  11
  2002.01233 01 05 0.17030  5.57e-04   5
  2002.01507 01 06 0.16915  5.38e-04   5
  2002.01781 01 07 0.16853  5.34e-04  11
  2002.02055 01 08 0.16841  5.32e-04  11
  2002.02329 01 09 0.16941  5.49e-04  11
  2002.02603 01 10 0.16893  5.41e-04  11
  2002.02877 01 11 0.16876  5.38e-04  11
  2002.03151 01 12 0.16903  5.43e-04  11
  2002.03425 01 13 0.17003  5.60e-04  11
  2002.03699 01 14 0.17062  5.70e-04  11
  2002.03973 01 15 0.17017  5.62e-04  11
  2002.04247 01 16 0.16981  5.56e-04  11
  2002.04521 01 17 0.16975  5.55e-04  11
  2002.04795 01 18 0.16983  5.49e-04   5
  2002.05068 01 19 0.17116  5.71e-04   5
  2002.05342 01 20 0.17239  6.01e-04  11
  2002.05616 01 21 0.17348  6.20e-04  11
  2002.05890 01 22 0.17423  6.34e-04  11
  2002.06164 01 23 0.17409  6.31e-04  11
  2002.06438 01 24 0.17315  6.14e-04  11
  2002.06712 01 25 0.17285  6.09e-04  11
  2002.06986 01 26 0.17293  6.11e-04  11
  2002.07260 01 27 0.17360  6.22e-04  11
  2002.07534 01 28 0.17379  6.26e-04  11
  2002.07808 01 29 0.17289  5.99e-04   5
  2002.08082 01 30 0.17295  6.00e-04   5
  2002.08356 01 31 0.17270  6.06e-04  11
  2002.08630 02 01 0.17281  6.08e-04  11
  2002.08904 02 02 0.17230  5.99e-04  11
  2002.09178 02 03 0.17230  5.99e-04  11
  2002.09452 02 04 0.17251  6.03e-04  11
  2002.09726 02 05 0.17198  5.94e-04  11
  2002.10000 02 06 0.17009  5.61e-04  11
  2002.10274 02 07 0.16847  5.33e-04  11
  2002.10548 02 08 0.16776  5.21e-04  11
  2002.10822 02 09 0.16824  5.29e-04  11
  2002.11096 02 10 0.16856  5.35e-04  11
  2002.11370 02 11 0.16840  5.27e-04   5
  2002.11644 02 12 0.16828  5.25e-04   5
  2002.11918 02 13 0.16838  5.32e-04  11
  2002.12192 02 14 0.16907  5.43e-04  11
  2002.12466 02 15 0.17002  5.59e-04  11
  2002.12740 02 16 0.17012  5.61e-04  11
  2002.13014 02 17 0.17035  5.65e-04  11
  2002.13288 02 18 0.17011  5.61e-04  11
  2002.13562 02 19 0.16943  5.49e-04  11
  2002.13836 02 20 0.16889  5.40e-04  11
  2002.14110 02 21 0.16848  5.33e-04  11
  2002.14384 02 22 0.16839  5.32e-04  11
  2002.14658 02 23 0.16887  5.40e-04  11
  2002.14932 02 24 0.16892  5.41e-04  11
  2002.15205 02 25 0.16897  5.42e-04  11
  2002.15479 02 26 0.16847  5.28e-04   5
  2002.15753 02 27 0.16823  5.24e-04   5
  2002.16027 02 28 0.16829  5.30e-04  11
  2002.16301 03 01 0.16806  5.26e-04  11
  2002.16575 03 02 0.16815  5.28e-04  11
  2002.16849 03 03 0.16857  5.35e-04  11
  2002.17123 03 04 0.16818  5.28e-04  11
  2002.17397 03 05 0.16741  5.16e-04  11
  2002.17671 03 06 0.16701  5.09e-04  11
  2002.17945 03 07 0.16644  5.00e-04  11
  2002.18219 03 08 0.16670  5.01e-04   5
  2002.18493 03 09 0.16628  4.95e-04   5
  2002.18767 03 10 0.16644  4.97e-04   5
  2002.19041 03 11 0.16577  4.87e-04   5
  2002.19315 03 12 0.16615  4.93e-04   5
  2002.19589 03 13 0.16641  4.97e-04   5
  2002.19863 03 14 0.16719  5.08e-04   5
  2002.20137 03 15 0.16786  5.18e-04   5
  2002.20411 03 16 0.16856  5.29e-04   5
  2002.20685 03 17 0.16901  5.36e-04   5
  2002.20959 03 18 0.16903  5.37e-04   5
  2002.21233 03 19 0.16804  5.21e-04   5
  2002.21507 03 20 0.16663  5.00e-04   5
  2002.21781 03 21 0.16666  5.00e-04   5
  2002.22055 03 22 0.16495  4.76e-04  11
  2002.22329 03 23 0.16539  4.83e-04  11
  2002.22603 03 24 0.16512  4.79e-04  11
  2002.22877 03 25 0.16494  4.76e-04  11
  2002.23151 03 26 0.16483  4.74e-04  11
  2002.23425 03 27 0.16541  4.84e-04  11
  2002.23699 03 28 0.16556  4.86e-04  11
  2002.23973 03 29 0.16621  4.96e-04  11
  2002.24247 03 30 0.16640  4.99e-04  11
  2002.24521 03 31 0.16642  4.99e-04  11
  2002.24795 04 01 0.16583  4.90e-04  11
  2002.25068 04 02 0.16565  4.87e-04  11
  2002.25342 04 03 0.16583  4.90e-04  11
  2002.25616 04 04 0.16632  4.98e-04  11
  2002.25890 04 05 0.16688  5.07e-04  11
  2002.26164 04 06 0.16699  5.09e-04  11
  2002.26438 04 07 0.16731  5.14e-04  11
  2002.26712 04 08 0.16753  5.18e-04  11
  2002.26986 04 09 0.16806  5.26e-04  11
  2002.27260 04 10 0.16845  5.33e-04  11
  2002.27534 04 11 0.16749  5.17e-04  11
  2002.27808 04 12 0.16867  5.37e-04  11
  2002.28082 04 13 0.16969  5.54e-04  11
  2002.28356 04 14 0.16934  5.48e-04  11
  2002.28630 04 15 0.16840  5.32e-04  11
  2002.28904 04 16 0.16832  5.26e-04   5
  2002.29178 04 17 0.16726  5.09e-04   5
  2002.29452 04 18 0.16669  5.04e-04  11
  2002.29726 04 19 0.16579  4.89e-04  11
  2002.30000 04 20 0.16587  4.89e-04   5
  2002.30274 04 21 0.16470  4.72e-04  11
  2002.30548 04 22 0.16436  4.67e-04  11
  2002.30822 04 23 0.16483  4.74e-04  11
  2002.31096 04 24 0.16570  4.88e-04  11
  2002.31370 04 25 0.16557  4.86e-04  11
  2002.31644 04 26 0.16569  4.88e-04  11
  2002.31918 04 27 0.16559  4.86e-04  11
  2002.32192 04 28 0.16492  4.76e-04  11
  2002.32466 04 29 0.16409  4.63e-04  11
  2002.32740 04 30 0.16431  4.67e-04   5
  2002.33014 05 01 0.16454  4.70e-04   5
  2002.33288 05 02 0.16540  4.83e-04  11
  2002.33562 05 03 0.16630  4.98e-04  11
  2002.33836 05 04 0.16723  5.13e-04  11
  2002.34110 05 05 0.16813  5.28e-04  11
  2002.34384 05 06 0.16859  5.35e-04  11
  2002.34658 05 07 0.16913  5.44e-04  11
  2002.34932 05 08 0.16915  5.45e-04  11
  2002.35205 05 09 0.16903  5.43e-04  11
  2002.35479 05 10 0.16882  5.39e-04  11
  2002.35753 05 11 0.16807  5.27e-04  11
  2002.36027 05 12 0.16717  5.12e-04  11
  2002.36301 05 13 0.16652  5.01e-04  11
  2002.36575 05 14 0.16458  4.71e-04  11
  2002.36849 05 15 0.16372  4.58e-04  11
  2002.37123 05 16 0.16445  4.69e-04   5
  2002.37397 05 17 0.16291  4.48e-04   5
  2002.37671 05 18 0.16311  4.48e-04  11
  2002.37945 05 19 0.16375  4.58e-04  11
  2002.38219 05 20 0.16454  4.70e-04  11
  2002.38493 05 21 0.16522  4.80e-04  11
  2002.38767 05 22 0.16620  4.96e-04  11
  2002.39041 05 23 0.16657  5.02e-04  11
  2002.39315 05 24 0.16671  5.04e-04  11
  2002.39589 05 25 0.16672  5.04e-04  11
  2002.39863 05 26 0.16649  5.01e-04  11
  2002.40137 05 27 0.16597  4.92e-04  11
  2002.40411 05 28 0.16588  4.91e-04  11
  2002.40685 05 29 0.16583  4.90e-04  11
  2002.40959 05 30 0.16602  4.93e-04  11
  2002.41233 05 31 0.16674  5.05e-04  11
  2002.41507 06 01 0.16642  5.00e-04  11
  2002.41781 06 02 0.16628  4.97e-04  11
  2002.42055 06 03 0.16618  4.96e-04  11
  2002.42329 06 04 0.16674  5.05e-04  11
  2002.42603 06 05 0.16731  5.10e-04   5
  2002.42877 06 06 0.16651  4.98e-04   5
  2002.43151 06 07 0.16570  4.88e-04  11
  2002.43425 06 08 0.16472  4.73e-04  11
  2002.43699 06 09 0.16378  4.58e-04  11
  2002.43973 06 10 0.16215  4.35e-04  11
  2002.44247 06 11 0.16165  4.28e-04  11
  2002.44521 06 12 0.16119  4.21e-04  11
  2002.44795 06 13 0.16130  4.23e-04  11
  2002.45068 06 14 0.16124  4.22e-04  11
  2002.45342 06 15 0.16144  4.25e-04  11
  2002.45616 06 16 0.16210  4.34e-04  11
  2002.45890 06 17 0.16291  4.46e-04  11
  2002.46164 06 18 0.16375  4.58e-04  11
  2002.46438 06 19 0.16480  4.74e-04  11
  2002.46712 06 20 0.16478  4.74e-04  11
  2002.46986 06 21 0.16415  4.33e-04  12
  2002.47260 06 22 0.16361  4.25e-04  12
  2002.47534 06 23 0.16323  4.19e-04  12
  2002.47808 06 24 0.16339  4.53e-04  11
  2002.48082 06 25 0.16344  4.53e-04  11
  2002.48356 06 26 0.16357  4.55e-04  11
  2002.48630 06 27 0.16336  4.52e-04  11
  2002.48904 06 28 0.16304  4.47e-04  11
  2002.49178 06 29 0.16306  4.48e-04  11
  2002.49452 06 30 0.16322  4.50e-04  11
  2002.49726 07 01 0.16355  4.55e-04  11
  2002.50000 07 02 0.16320  4.50e-04  11
  2002.50274 07 03 0.16377  4.58e-04  11
  2002.50548 07 04 0.16327  4.51e-04  11
  2002.50822 07 05 0.16210  4.34e-04  11
  2002.51096 07 06 0.16145  4.25e-04  11
  2002.51370 07 07 0.16161  4.31e-04   5
  2002.51644 07 08 0.16098  4.23e-04   5
  2002.51918 07 09 0.16110  4.25e-04   5
  2002.52192 07 10 0.16111  4.25e-04   5
  2002.52466 07 11 0.16119  4.21e-04  11
  2002.52740 07 12 0.16091  4.17e-04  11
  2002.53014 07 13 0.16088  4.17e-04  11
  2002.53288 07 14 0.16120  4.21e-04  11
  2002.53562 07 15 0.16207  4.33e-04  11
  2002.53836 07 16 0.16300  4.47e-04  11
  2002.54110 07 17 0.16330  4.51e-04  11
  2002.54384 07 18 0.16331  4.20e-04  12
  2002.54658 07 19 0.16337  4.21e-04  12
  2002.54932 07 20 0.16311  4.17e-04  12
  2002.55205 07 21 0.16329  4.51e-04  11
  2002.55479 07 22 0.16329  4.51e-04  11
  2002.55753 07 23 0.16433  4.67e-04  11
  2002.56027 07 24 0.16612  4.65e-04  12
  2002.56301 07 25 0.16635  4.98e-04  11
  2002.56575 07 26 0.16732  5.14e-04  11
  2002.56849 07 27 0.16758  5.18e-04  11
  2002.57123 07 28 0.16754  5.18e-04  11
  2002.57397 07 29 0.16765  5.20e-04  11
  2002.57671 07 30 0.16751  5.17e-04  11
  2002.57945 07 31 0.16649  5.01e-04  11
  2002.58219 08 01 0.16487  4.75e-04  11
  2002.58493 08 02 0.16248  4.07e-04  12
  2002.58767 08 03 0.16116  3.88e-04  12
  2002.59041 08 04 0.15945  3.65e-04  12
  2002.59315 08 05 0.15950  3.66e-04  12
  2002.59589 08 06 0.16043  3.78e-04  12
  2002.59863 08 07 0.16082  3.83e-04  12
  2002.60137 08 08 0.16085  3.84e-04  12
  2002.60411 08 09 0.16152  3.93e-04  12
  2002.60685 08 10 0.16266  4.10e-04  12
  2002.60959 08 11 0.16466  4.41e-04  12
  2002.61233 08 12 0.16582  4.60e-04  12
  2002.61507 08 13 0.16710  4.81e-04  12
  2002.61781 08 14 0.16827  5.01e-04  12
  2002.62055 08 15 0.16873  5.09e-04  12
  2002.62329 08 16 0.16886  5.40e-04  11
  2002.62603 08 17 0.16937  5.20e-04  12
  2002.62877 08 18 0.16983  5.28e-04  12
  2002.63151 08 19 0.17025  5.36e-04  12
  2002.63425 08 20 0.17031  5.37e-04  12
  2002.63699 08 21 0.17014  5.34e-04  12
  2002.63973 08 22 0.16939  5.21e-04  12
  2002.64247 08 23 0.16815  4.99e-04  12
  2002.64521 08 24 0.16675  4.75e-04  12
  2002.64795 08 25 0.16609  4.64e-04  12
  2002.65068 08 26 0.16612  4.92e-04   5
  2002.65342 08 27 0.16425  4.35e-04  12
  2002.65616 08 28 0.16311  4.17e-04  12
  2002.65890 08 29 0.16226  4.36e-04  11
  2002.66164 08 30 0.16233  4.05e-04  12
  2002.66438 08 31 0.16227  4.04e-04  12
  2002.66712 09 01 0.16328  4.20e-04  12
  2002.66986 09 02 0.16414  4.33e-04  12
  2002.67260 09 03 0.16463  4.41e-04  12
  2002.67534 09 04 0.16500  4.47e-04  12
  2002.67808 09 05 0.16556  4.56e-04  12
  2002.68082 09 06 0.16525  4.81e-04  11
  2002.68356 09 07 0.16726  4.84e-04  12
  2002.68630 09 08 0.16756  5.18e-04  11
  2002.68904 09 09 0.16823  5.29e-04  11
  2002.69178 09 10 0.16857  5.35e-04  11
  2002.69452 09 11 0.16917  5.17e-04  12
  2002.69726 09 12 0.16925  5.18e-04  12
  2002.70000 09 13 0.16901  5.14e-04  12
  2002.70274 09 14 0.16869  5.08e-04  12
  2002.70548 09 15 0.16777  4.93e-04  12
  2002.70822 09 16 0.16706  4.81e-04  12
  2002.71096 09 17 0.16719  4.83e-04  12
  2002.71370 09 18 0.16619  4.66e-04  12
  2002.71644 09 19 0.16533  4.52e-04  12
  2002.71918 09 20 0.16532  4.52e-04  12
  2002.72192 09 21 0.16498  4.46e-04  12
  2002.72466 09 22 0.16498  4.46e-04  12
  2002.72740 09 23 0.16415  4.33e-04  12
  2002.73014 09 24 0.16339  4.21e-04  12
  2002.73288 09 25 0.16291  4.14e-04  12
  2002.73562 09 26 0.16224  4.04e-04  12
  2002.73836 09 27 0.16186  3.98e-04  12
  2002.74110 09 28 0.16120  3.89e-04  12
  2002.74384 09 29 0.16093  4.18e-04  11
  2002.74658 09 30 0.16102  4.19e-04  11
  2002.74932 10 01 0.16138  3.91e-04  12
